,sample,header,label,name,replicon,resistance,circular,len,genes,ARR-3,Col(BS512),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(3)-IIe,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-3,blaCTX-M-8,blaOXA-1,blaTEM-1B,blaTEM-1C,blaTEM-52B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
tig00000073,ESBL09,tig00000073 len=2355 reads=7 covStat=-3.28 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_17,False,False,False,2355,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001152,ESBL09,tig00001152 len=2125 reads=4 covStat=9.38 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_18,False,False,False,2125,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000445,ESBL09,tig00000445 len=1952 reads=3 covStat=-0.73 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_19,False,False,False,1952,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00017298,ESBL09,tig00017298 len=1849 reads=18 covStat=-11.51 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_20,False,False,False,1849,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00017299,ESBL09,tig00017299 len=1843 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_21,False,False,False,1843,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000421,ESBL09,tig00000421 len=122768 reads=1328 covStat=935.67 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,True,True,True,122768,"['blaTEM-1B', 'IncFIB(AP001918)', 'IncFII(29)', 'Col156']",,,,,78065..78206,,,,,54603..55284,,,,,101493..101751,,,,,,,,,,,,,,,,,,,,,,,,,,,,95632..96492,,,,,,,,,,,,,,,,,,,,,,
tig00001729,ESBL09,tig00001729 len=97373 reads=934 covStat=797.14 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_1,True,True,False,97373,"['blaTEM-1B', 'blaCTX-M-15', 'IncI1']",,,,,,,,,,,,,,,,,23865..24006,,,,,,,,,,,,,,,,,,,,,32566..33441,,,,,36263..37123,,,,,,,,,,,,,,,,,,,,,,
tig00000439,ESBL09,tig00000439 len=6589 reads=93 covStat=-4.12 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_2,True,False,True,6589,['ColRNAI'],,,,,,,3481..3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00017296,ESBL09,tig00017296 len=1851 reads=39 covStat=-20.47 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_3,True,False,False,1851,['Col(MG828)'],,,1548..1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000440,ESBL09,tig00000440 len=1608 reads=17 covStat=-7.81 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_4,True,False,False,1608,['Col(MG828)'],,,1499..1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00017297,ESBL09,tig00017297 len=1594 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_5,True,False,False,1594,['Col(MG828)'],,,1292..1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001182,ESBL26,tig00001182 len=4454020 reads=59099 covStat=37874.31 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,False,False,4454020,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001184,ESBL26,tig00001184 len=618846 reads=7678 covStat=5537.42 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,True,False,618846,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321640..322872,,,,,,,,,,
tig00001183,ESBL26,tig00001183 len=18756 reads=152 covStat=178.43 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_1,False,False,False,18756,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000047,ESBL26,tig00000047 len=7315 reads=6 covStat=37.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_2,False,False,False,7315,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000185,ESBL26,tig00000185 len=6577 reads=18 covStat=6.96 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_3,False,False,False,6577,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000549,ESBL26,tig00000549 len=2365 reads=22 covStat=-13.60 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_4,False,False,False,2365,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00018689,ESBL26,tig00018689 len=1368 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,1368,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00018688,ESBL26,tig00018688 len=1363 reads=4 covStat=-1.82 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,False,False,1363,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000347,ESBL26,tig00000347 len=139015 reads=2269 covStat=822.20 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,True,True,True,139015,"[""ant(3'')-Ia"", 'IncFIC(FII)', 'dfrA14', 'mph(A)', 'blaCTX-M-14', 'IncFIB(AP001918)', 'tet(B)', 'IncFIA']",,,,,,,,,97632..98019,113441..114121,,,32531..32828,,,,,,,,,,,,,,,,,16328..16495,,,,,,36938..37813,,,,,,,,,,,,,,,15839..16321,,,,,,20256..21177,,,,,,,137807..139013,
tig00000350,ESBL26,tig00000350 len=102084 reads=762 covStat=1221.67 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_1,True,False,True,102084,['p0111'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63393..64277,,,,,,,
tig00000352,ESBL26,tig00000352 len=99576 reads=978 covStat=989.07 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_2,True,False,True,99576,['IncB/O/K/Z'],,,,,,,,23839..23993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001185,ESBL26,tig00001185 len=8474 reads=43 covStat=82.11 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,plasmid,P_3,True,False,False,8474,['ColRNAI'],,,,,,,3443..3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00001186,ESBL26,tig00001186 len=7891 reads=2 covStat=52.22 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_4,True,False,False,7891,['ColRNAI'],,,,,,,4088..4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00018686,ESBL26,tig00018686 len=7891 reads=1 covStat=0.00 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_5,True,False,False,7891,['ColRNAI'],,,,,,,6660..6789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00018687,ESBL26,tig00018687 len=7889 reads=19 covStat=47.73 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_6,True,False,False,7889,['ColRNAI'],,,,,,,6529..6659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000389,ESBL26,tig00000389 len=7393 reads=29 covStat=41.59 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_7,True,False,False,7393,['ColRNAI'],,,,,,,2671..2790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000297,ESBL01,tig00000297 len=2398455 reads=27558 covStat=13772.24 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,False,False,2398455,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000032,ESBL01,tig00000032 len=1571246 reads=15629 covStat=10714.30 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_1,False,False,False,1571246,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000084,ESBL01,tig00000084 len=787665 reads=7152 covStat=5783.55 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_0,False,True,False,787665,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85022..86254,,,,,,,,,,
tig00000303,ESBL01,tig00000303 len=29959 reads=323 covStat=133.25 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_1,False,False,False,29959,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000301,ESBL01,tig00000301 len=20263 reads=133 covStat=149.58 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_2,False,False,False,20263,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000298,ESBL01,tig00000298 len=15287 reads=108 covStat=99.11 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_3,False,False,False,15287,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000296,ESBL01,tig00000296 len=11610 reads=88 covStat=54.82 gappedBases=no class=contig suggestRepeat=yes suggestCircular=no,misc,M_4,False,False,False,11610,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000011,ESBL01,tig00000011 len=9052 reads=20 covStat=56.29 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_5,False,False,False,9052,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000153,ESBL01,tig00000153 len=5762 reads=4 covStat=34.20 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_6,False,True,False,5762,['blaCTX-M-1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3486..4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000135,ESBL01,tig00000135 len=5396 reads=7 covStat=-3.70 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_7,False,False,False,5396,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000262,ESBL01,tig00000262 len=5189 reads=6 covStat=19.45 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_8,False,False,False,5189,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000138,ESBL01,tig00000138 len=4897 reads=7 covStat=-3.86 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_9,False,False,False,4897,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000235,ESBL01,tig00000235 len=3380 reads=6 covStat=-2.74 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_10,False,False,False,3380,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000184,ESBL01,tig00000184 len=1884 reads=10 covStat=-5.34 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_11,False,False,False,1884,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000173,ESBL01,tig00000173 len=1325 reads=6 covStat=-3.15 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,misc,M_12,False,False,False,1325,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000299,ESBL01,tig00000299 len=277873 reads=2726 covStat=1823.33 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,False,False,True,277873,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000300,ESBL01,tig00000300 len=149248 reads=1257 covStat=1069.79 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_1,True,False,False,149248,"['IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,38221..38604,68899..69580,,,138258..138754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000143,ESBL01,tig00000143 len=118886 reads=1192 covStat=737.31 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_2,True,True,True,118886,"[""ant(3'')-Ia"", 'IncI1', 'aadA5', 'dfrA17', 'sul2', 'blaCTX-M-1']",,,,,,,,,,,,,,,,,42160..42301,,,,,,,,,,,51491..52279,,50702..50868,,,,,23653..24528,,,,,,,,,,,,,,,,,50887..51360,,,,,,,,54681..55496,,,,,
tig00000302,ESBL01,tig00000302 len=72804 reads=665 covStat=394.48 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_3,True,False,False,72804,['IncFIC(FII)'],,,,,,,,,,,,,18905..19173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000169,ESBL01,tig00000169 len=13178 reads=183 covStat=16.36 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_4,True,False,False,13178,['ColRNAI'],,,,,,,12770..12900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000170,ESBL01,tig00000170 len=3610 reads=7 covStat=12.16 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,plasmid,P_5,True,False,False,3610,['ColRNAI'],,,,,,,2788..2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tig00000566,ESBL02,tig00000566 len=5014974 reads=76293 covStat=46587.05 gappedBases=no class=contig suggestRepeat=no suggestCircular=no,chromosome,C_0,False,True,False,5014974,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3305233..3306465,,,,,,,,,,
tig00000308,ESBL02,tig00000308 len=161438 reads=2535 covStat=1343.92 gappedBases=no class=contig suggestRepeat=no suggestCircular=yes,plasmid,P_0,True,True,True,161438,"[""ant(3'')-Ia"", 'mph(A)', 'dfrA14', 'aph(6)-Id', 'sul2', 'blaTEM-1B', 'IncQ1', 'catA1', 'IncFIB(AP001918)', 'tet(B)', 'IncFII(pRSB107)', 'IncFIA', ""aph(3')-Ia""]",,,,,,,,,55992..56379,33529..34210,,,,,,115280..115540,,,134984..135433,,,,,,,,,,,140438..140605,,129399..130214,131130..131966,,,,,,,,,,136862..137722,,,149898..150557,,,,,140612..141094,,,,,,144784..145705,,,132830..133645,,,,152529..153734,
